"Zoltan, Anne","Annie: the female experience / Anne Zoltan","HQ29 .Z64 1973"
"King, Robert Harlen, 1935-","Thomas Merton and Thich Nhat Hanh : engaged spirituality in an age of globalization / Robert H. King","BL65.S62 K56 2001"
"Pearson, David (David L.)","Tiger beetles : the evolution, ecology, and diversity of the cicindelids / David L. Pearson and Alfried P. Vogler","QL596.C56 P43 2001"
"Wilder, Thornton, 1897-1975","A tour of the Darkling Plain : the Finnegans wake letters of Thornton Wilder and Adaline Glasheen / edited by Edward M. Burns   with Joshua A. Gaylord","PR6019.O9 .F593885 2001"
"Bloomberg, Kristin M. Mapel, 1969-","Tracing Arachne's web : myth and feminist fiction / Kristin M. Mapel Bloomberg","PS374.F45 B58 2001"
"Raz, Hilda","Trans / Hilda Raz","PS3568.A97 T7 2001"
"Yosano, Akiko, 1878-1942","Man-Mo yuki. English; Travels in Manchuria and Mongolia : a feminist poet from Japan encounters prewar China / Yosano Akiko   translated by Joshua A. Fogel","PL819.O8 M3613 2001"
"Doyle, Arthur Conan, Sir, 1859-1930","The true crime files of Sir Arthur Conan Doyle / by Sir Arthur Conan Doyle   rediscovered by Stephen Hines   with an introduction by Steven Womack","HV6943 .D69 2001"
"Cantwell, Anne-Marie E., 1935-","Unearthing Gotham : the archaeology of New York City / Anne-Marie Cantwell and Diana diZerega Wall","F128.39 .C36 2001"
"Loescher, Gil","The UNHCR and world politics : a perilous path / Gil Loescher","HV640.3 .L64 2001"
"Zamor, Riché C","The use of herbal remedies in two Haitian communities and implications for health-care providers worldwide / Riché C. Zamor, Sr","RM666.H33 Z345 2001"
"Shiveley, James M","Using Internet primary sources to teach critical thinking skills in government, economics, and contemporary world issues / James M. Shiveley and Phillip J. VanFossen","H61.95 .S49 2001"
"","Vacuum microelectronics / edited by Wei Zhu","TK7874.9 .V33 2001"
"Barbaro, Paolo","Venezia. English; Venice revealed : an intimate portrait / Paolo Barbaro   translated by Tami Calliope   photographs by Ken Aiken","DG675.6 .B3613 2001"
"Ingstad, Helge, 1899-","The Viking discovery of America : the excavation of a Norse settlement in L'Anse aux Meadows, Newfoundland / [Helge Ingstad & Anne Stine Ingstad]","E105 .I54 2001"
"","Violent environments / edited by Nancy Lee Peluso and Michael Watts","HM1116 .V56 2001"
"Dorey, Peter, 1959-","Wage politics in Britain : the rise and fall of incomes policies since 1945  / Peter Dorey","HD5015 .D67 2001"
"Kramer, Reinhold, 1959-","Walk towards the gallows : the tradegy of Hilda Blake, hanged 1899 / Reinhold Kramer and Tom Mitchell","HV6535.C33 B735 2002"
"Parrish, Tim","Walking blues : making Americans from Emerson to Elvis / Tim Parrish","E169.1 .P234 2001"
"Ekedahl, Carolyn McGiffert","The wars of Eduard Shevardnadze / Carolyn McGiffert Ekedahl and Melvin A. Goodman","DK290.3.S54 E38 2001"
"Sutton, Robert I","Weird ideas that work : 11 1/2 practices for promoting, managing, and sustaining innovation / Robert I. Sutton","HD53 .S883 2002"
"Tucker, Spencer, 1937-","Who's who in twentieth century warfare / Spencer C. Tucker","U51 .T835 2001"
"Leakey, Richard E","Wildlife wars : my fight to save Africa's natural treasures / Richard Leakey and Virginia Morell","QL31.L42 A3 2001"
"Goldman, William, 1931-","William Goldman's The temple of gold","PS3557.O384 T4 2001"
"Morton, Graeme","William Wallace : man and myth / Graeme Morton","DA783.3 .M67 2001"
"Hong, Sungook","Wireless : from Marconi's black-box to the audion / Sungook Hong","TK6547 .H66 2001"
"","Wittgenstein, theory, and the arts / edited by Richard Allen and Malcolm Turvey","B3376.W564 W5645 2001"
"Kirsch, Jonathan, 1949-","The woman who laughed at God : the untold history of the Jewish people / Jonathan Kirsch","BM157 .K55 2001"
"Esposito, John L","Women in Muslim family law / John L. Esposito with Natana J. DeLong-Bas","HQ525.I8 E86 2001"
"Pollock-Byrne, Joycelyn M., 1956-","Women, prison, & crime / Joycelyn M. Pollock","HV9471 .P65 2002"
"Miller, Sue, 1943-","The world below : a novel / Sue Miller","PS3563.I421444 W67 2001"
"Hamilton, Alexander, 1757-1804","Selections. 2001; Alexander Hamilton : writings","E302 .H22 2001"
"Moore, Charles Willard, 1925-","You have to pay for the public life : selected essays of Charles W. Moore / edited by Kevin Keim","NA27 .M66 2001"
"McEwan, Elaine K., 1941-","10 traits of highly effective teachers : how to hire, coach, and mentor successful teachers / Elaine K. McEwan","LB1025.3 .M355 2002"
"Trompenaars, Alfons","21 leaders for the 21st century : how innovative leaders manage in the digital age / Fons Trompenaars, Charles Hampden-Turner","HD38.2 .T76 2002"
"Thomas, Robert McG. (Robert McGill), 1940-2000","52 McGs. : the best obituaries from legendary New York Times writer Robert McG. Thomas, Jr. / edited by Chris Calhoun   foreword by Thomas Mallon","CT120 .T46 2001"
"Goodman, Allison","The 7 essentials of graphic design / Allison Goodman","Z246 .G64 2001"
"","Pan Tadeusz [videorecording] /  produced by Heritage Films, Canal+ Poland in association with Les Films du Losagne, Le Studio Canal+ France, Polish TV  producer, Lew Rywin  co-producer, Margaret Menegoz  screenplay by Andrzej Wajda and Jan Nowina Zarzycki","videocass 01-101"
"","Abandon automobile : Detroit city poetry 2001 / edited by Melba Joyce Boyd and M. L. Liebler","PS572.D45 A28 2001"
"Cavanaugh, John C","Adult development and aging / John C. Cavanaugh, Fredda Blanchard-Fields","BF724.5 .C38 2002"
"Annamalai, Kalyan","Advanced thermodynamics engineering / Kalyan Annamalai, Ishwar K. Puri","TJ265 .A55 2002"
"IFIP TC11 WG11.1/WG11.2 Working Conference on Information Security Management & Small Systems Security (8th : 2001 : Las Vegas, Nevada)","Advances in information security management & small systems security : IFIP TC11 WG11.1/WG11.2 Eighth Annual Working Conference on Information Security Management & Small Systems Security, September 27-28, 2001, Las Vegas, Nevada, USA / edited by Jan H.P. Eloff ... [et al.]","QA76.9.A25 I465 2001"
"","Advances in macroeconomic theory / edited by Jacques Drèze","HB172.5 .A483 2001"
"Dombrowski, Kirk, 1967-","Against culture : development, politics, and religion in Indian Alaska / Kirk Dombrowski","E99.T6 D66 2001"
"Macrae, Joanna, 1966-","Aiding recovery? : the crisis of aid in chronic political emergencies / Joanna Macrae","HC59.7 .M237 2001"
"Gianotti, Timothy J","Al-Ghazali's unspeakable doctrine of the soul : unveiling the esoteric psychology and eschatology of the I.hya' / by Timothy J. Gianotti","B753.G33 I546 2001"
"Lefebvre, Vladimir A","Algebra of conscience / by Vladimir A. Lefebvre","BJ1031 .L43 2001"
"Aïssaoui, Ali","Algeria : the political economy of oil and gas / Ali Aïssaoui","HD9577.A42 A4 2001"
"Goodrich, Michael T","Algorithm design : foundations, analysis, and Internet examples / Michael T. Goodrich, Roberto Tamassia","QA76.9.A43 G661 2002"
"Warren, Robert Penn, 1905-","All the king's men / Robert Penn Warren","PS3545.A748 A7 2001"
"Hunt, Peter, 1945-","Alternative worlds in fantasy fiction / Peter Hunt and Millicent Lenz","PR830.F3 H86 2001"
"","Amelia Earhart's shoes : is the mystery solved? / Thomas F. King ... [et al.]","TL540.E3 A74 2001"
"Weaver-Zercher, David, 1960-","The Amish in the American imagination / David Weaver-Zercher","BX8129.A6 W43 2001"
"Lehmann, Donald R","Analysis for marketing planning / Donald R. Lehmann, Russell S. Winer","HF5415.13 .L395 2002"
"","Apartheid's landscape and ideas : a scorched soul / edited and with photographs by Alan Schwerin","DT1757 .S35 2001"
"","'Race', sport, and British society / edited by Ben Carrington and Ian McDonald   [foreword by Paul Gilroy]","GV706.32 .R316 2001"
"Dickie, George, 1926-","Art and value / George Dickie","N66 .D5 2001"
"","Atoms, solids, and plasmas in super-intense laser fields / edited by Dimitri Batani ... [et al.]","QC689.5.L37 A76 2001"
"Gorb, Stanislav N., 1965-","Attachment devices of insect cuticle / by Stanislav Gorb","QL494 .G67 2001"
"Euripides","Bacchae. English; The Bacchae / translated by Herbert Golder","PA3975.B2 G65 2001"
"Sassoon, Don","Becoming Mona Lisa : the making of a global icon / Donald Sassoon","ND623.L5 A7 2001"
"Wouters, Liliane","Bercée au vent du Nord = Rocking to the North Wind / Liliane Wouters   translated from the French by Anne-Marie Glasheen","PQ2683.O8 B43 2001"
"Gagnon, Robert A. J., 1958-","The Bible and homosexual practice : texts and hermeneutics / Robert A.J. Gagnon","BS680.H67 G34 2001"
"","Biblical quotations : a reference guide / compiled by Martin H. Manser","BS391.3 .M36 2001"
"Meyer, Nicholas E","Biographical dictionary of Hispanic Americans / Nicholas E. Meyer","E184.S75 M49 2001"
"Nolan, Jim, 1958-","Blackwater angel / Jim Nolan","PR6064.O417 B53 2001"
"Khuri, Fu'ad Is.haq","The body in Islamic culture / Fuad I. Khuri   illustrations by Jad","GT497.I74 K45 2001"
"VanderKam, James C","The Book of Jubilees / James C. VanderKam","BS1830.J8 V36 2001"
"","British political leaders : a biographical dictionary / edited by Keith Laybourn","DA28.4 .B65 2001"
"Gleadle, Kathryn","British women in the nineteenth century / Kathryn Gleadle","HQ1593 .G58 2001"
"Robinson, Greg, 1966-","By order of the president : FDR and the internment of Japanese Americans / Greg Robinson","D769.8.A6 R63 2001"
"Cohoon, James P","C++ program design : an introduction to programming and object-oriented design / James P. Cohoon, Jack W. Davidson","QA76.73.C153 C653 2002"
"","Changing by degrees : the potential impacts of climate change in the East Midlands / Simon Shackley ... [et al.]","QC989.G72 E35 2001"
"Walsh, Kate, 1950-","The changing face of Australia : a century of immigration, 1901-2000 / Kate Walsh","JV9125 .W35 2001"
"","Character is beauty : redefining Yoruba culture & identity(Iwalewa-Haus, 1981-1996) / edited by Wole Ogundele, Olu Obafemi, and Femi Abodunrin","DT515.45.Y67 C47 2001"
"Moulijn, Jacob A","Chemical process technology / Jacob A. Moulijn, Ir.M. Makkee, A.E. van Diepen","TP155.7 .M68 2001"
"Nauman, E. B","Chemical reactor design, optimization, and scaleup / E. Bruce Nauman","TP157 .N393 2002"
"","Chemical thermodynamics of neptunium and plutonium / Robert J. Lemire ...[et al.]   edited by OECD Nuclear Energy Agency, Data Bank","QD181.N7 .C54 2001"
"Tuan, Ch`eng-shih, d. 863","No-kao chi. English; Chinese chronicles of the strange : the  Nuogao ji  / Duan Chengshi, translated by Carrie E. Reed","PL2677.T87 N6313 2001"
"Reid, T. R","The chip : how two Americans invented the microchip and launched a revolution / T.R. Reid","TK7874 .R43 2001"
"Green, Paula, 1955-","Chrome / Paula Green","PR9639.3.G733 C47 2000"
"Simons, Walter","Cities of ladies : Beguine communities in the medieval low countries, 1200-1565 / Walter Simons","BX4272 .S56 2001"
"Mitchell, Charles P., 1942-","The complete H.P. Lovecraft filmography / Charles P. Mitchell","PS3523.O833 Z77 2001"
"Bernheimer, Kate","The complete tales of Ketzia Gold : a novel / by Kate Bernheimer","PS3602.E76 C66 2001"
"Scheirs, John","Compositional and failure analysis of polymers : a practical approach / John Scheirs","TA455.P58 S345 2000"
"Ranade, Vivek V","Computational flow modeling for chemical reactor engineering / Vivek V. Ranade","TP156.F6 R26 2002"
"","Concise encyclopedia of Mexico / edited by Michael S. Werner","F1210 .E632 2001"
"Harr, J. Scott","Constitutional law and the criminal justice system / J. Scott Harr, Kären M. Hess","KF9619.3 .H36 2002"
"Leonhard, Werner, 1926-","Regelung in der elektrischen Antriebstechnik. English; Control of electrical drives / Werner Leonhard","TK4058 .L4313 2001"
"Briginshaw, Valerie A","Dance, space, and subjectivity / Valerie A. Briginshaw","GV1594 .B75 2001"
"","Daoism and ecology : ways within a cosmic landscape / edited by N.J. Girardot, James Miller, and Liu Xiaogan","BL1923 .D36 2001"
"Churchman, Nancy, 1965-","David Ricardo on public debt / Nancy Churchman","HJ8627 .C48 2001"
"Segal, Erich, 1937-","The death of comedy / Erich Segal","PN1922 .S44 2001"
"Richardson, Heather Cox","The death of Reconstruction : race, labor, and politics in the post-Civil War North, 1865-1901 / Heather Cox Richardson","E668 .R5 2001"
"Goul Andersen, Jørgen","Democracy and citizenship in Scandinavia / Jørgen Goul Andersen and Jens Hoff","JN7011 .G684 2001"
"Haynes, Jeffrey","Democracy in the developing world : Africa, Asia, Latin America, and the Middle East / Jeff Haynes","JF60 .H374 2001"
"","Design of feedback control systems / Raymond T. Stefani ... [et al.]","TJ216 .H63 2002"
"Auchter, Dorothy","Dictionary of literary and dramatic censorship in Tudor and Stuart England / Dorothy Auchter","PR411 .A93 2001"
"Ghez, Richard","Diffusion phenomena : cases and studies / Richard Ghez","QA274.75 .G48 2001"
"Kelly, Marjorie, 1953-","The divine right of capital : dethroning the corporate aristocracy / Marjorie Kelly","HB501 .K427 2001"
"","dsRNA genetic elements : concepts and applications in agriculture, forestry, and medicine / edited by Stellos M. Tavantzis","QP623 .D776 2002"
"","Dynamics and diversity : soil fertility and farming livelihoods in Africa : case studies from Ethiopia, Mali, and Zimbabwe / edited by Ian Scoones","S599.5.A1 D96 2001"
"","The dynamics of the eco-efficient economy : environmental regulation and competitive advantage / edited by Emiel F.M. Wubben","HD30.255 .D96 2000"
"","Earth habitat : eco-injustice and the church's response / edited by Dieter Hessel and Larry Rasmussen","BT695.5 .E265 2001"
"","Eating disorders and cultures in transition / edited by Mervat Nasser, Melanie A. Katzman, Richard A. Gordon","RC552.E18 E28225 2001"
"Mayle, Peter","Encore Provence : new adventures in the south of France / Peter Mayle","DC611.P961 M34 1999b"
"Mufwene, Salikoko S","The ecology of language evolution / Salikoko S. Mufwene","P140 .M84 2001"
"Sandler, Todd","Economic concepts for the social sciences / Todd Sandler","HB87 .S234 2001"
"Van den Berg, Hendrik, 1949-","Economic growth and development : an analysis of our greatest economic achievements and our most exciting challenges / Hendrik Van den Berg","HD78 .V363 2001"
"Beim, David O","Emerging financial markets / David O. Beim, Charles W. Calomiris","HG195 .B44 2001"
"Burke, Pauline Wilcox","Emily Donelson of Tennessee / Pauline Wilcox Burke   edited by Jonathan M. Atkins","E382.1.D6 B8 2001"
"International School of Biocybernetics (1998 : Casamicciola Terme, Italy)","Emotions, qualia, and consciousness : proceedings of the International School of Biocybernetics, Casamicciola, Napoli, Italy, 19-24 October 1998 / edited by Alfred Kaszniak","BD418.3 .I58 2001"
"Featherston, Sam","Empty categories in sentence processing / Sam Featherston","P295 .F4 2001"
"Wagner, J. A. (John A.)","Encyclopedia of the Wars of the Roses / John A. Wagner","DA250 .W34 2001"
"Blake, Ann, 1941-","England through colonial eyes in twentieth-century fiction / Ann Blake, Leela Gandhi and Sue Thomas","PR9084 .B58 2001"
"Simmons, I. G. (Ian Gordon), 1937-","An environmental history of Great Britain : from 10,000 years ago to the present / I.G. Simmons","GE160.G7 S55 2001"
"Miller, Norman, 1939-","Environmental politics : interest groups, the media, and the making of policy / Norman Miller","GE170 .M54 2002"
"Everett, Percival L","Erasure : a novel / Percival Everett","PS3555.V34 E73 2001"
"Lock, Dennis","The essentials of project management / Dennis Lock","T56.8 .L57 2001"
"","Ethics and security in Canadian foreign policy / edited by Rosalind Irwin","F1034.2 .E83 2001"
"Winn, Neil","EU foreign policy beyond the nation-state : joint actions and institutional analysis of the common foreign and security policy / Neil Winn and Christopher Lord","JZ1570.A5 W56 2001"
"Jordan-Bychkov, Terry G., 1938-","The European culture area : a systematic geography / Terry G. Jordan-Bychkov and Bella Bychkova Jordan","D907 .J67 2002"
"Hansen, E. Damsgård","European economic history : from Mercantilism to Maastricht and beyond / E. Damsgård Hansen","HC240 .H315 2001"
"","Evolutionary controversies in economics : a new transdisciplinary approach / edited by Japan Association for Evolutionary Economics, Y. Aruka","HB97.3 .E94 2001"
"Friis-Baastad, Erling, 1950-","The exile house / Erling Friis-Baastad","PR9199.3.F755 E9 2001"
"","Existentialism : basic writings / edited, with introductions, by Charles Guignon and Derk Pereboom","B819 .E865 2001"
"De Bréadún, Deaglán","The far side of revenge : making peace in Northern Ireland / Deaglán De Bréadún","DA990.U46 D34 2001"
"Minter, David L","Faulkner's questioning narratives : fiction of his major phase, 1929-42 / David Minter","PS3511.A86 Z9125 2001"
"Robertson, Patrick, 1940-","Film facts / Patrick Robertson","PN1993.45 .R63 2001"
"Reebs, Stéphan","Fish behavior in the aquarium and in the wild / Stéphan Reebs","QL639.3 .R44 2001"
"","Food intake in fish / edited by Dominic Houlihan, Thierry Boujard and Malcolm Jobling","SH156 .F66 2001"
"Wingate, Marcel E. (Marcel Edward), 1923-","Foundations of stuttering / Marcel E. Wingate","RC424 .W545 2002"
"Muller, Eric L","Free to die for their country : the story of the Japanese American draft resisters in World War II / Eric L. Muller   with a foreword by Daniel K. Inouye","D810.C82 M85 2001"
"","From convexity to nonconvexity / edited by R.P. Gilbert, P.D. Panagiotopoulos and P.M. Pardalos","QA316 .F76 2001"
"Derrick, Diane, 1934-","From flitch to ash : a musing on trees and carving / Diane Derrick","NB237.D487 A2 2001"
"","From polis to empire, the ancient world, c. 800 B.C.-A.D. 500 : a biographical dictionary / edited by Andrew G. Traver","D54 .F76 2002"
"Alexiadou, Artemis","Functional structure in nominals : nominalization and ergativity / Artemis Alexiadou","P271 .A44 2001"
"Welty, James R","Fundamentals of momentum, heat, and mass transfer / James R. Welty ... [et al.]","TA357 .W45 2001"
"Kelly, James, 1959-","Gallows speeches from eighteenth-century Ireland / James Kelly","HV6950.3 .K45 2001"
"Melko, Matthew","General war among great powers in world history / Matthew Melko","D25 .M434 2001"
"","The German-American encounter : conflict and cooperation between two cultures, 1800-2000 / edited by Frank Trommler and Elliott Shore","E183.8.G3 G472 2001"
"Byron, Catherine","The getting of vellum / Catherine Byron","PR6052.Y76 G48 2000"
"Duffield, Mark R","Global governance and the new wars : the merging of development and security / Mark Duffield","HC59.72.D44 D84 2001"
"","Globalization versus development / edited by Jomo K.S. and Shyamala Nagaraj","HF1418.5 .G58188 2001"
"Lohr, Steve","Go to : the story of the math majors, bridge players, engineers, chess wizards, maverick scientists and iconoclasts, the programmers who created the software revolution / Steve Lohr","QA76.2 .L64 2001"
"Nawang Gehlek, Rimpoche, 1939-","Good life, good death : Tibetan wisdom on  reincarnation / Rimpoche Nawang Gehlek   with Gini Alhadeff and Mark Magill   foreword by His Holyness the Dalai Lama","BQ4485 .N39 2001"
"Santas, Gerasimos Xenophon","Goodness and justice : Plato, Aristotle, and the moderns / Gerasimos Santas","B398.G65 S36 2001"
"Vasil, R. K","Governing Singapore : democracy and national development / Raj Vasil","DS610.7 .V374 2000"
"Miller, John M. (John Morris), 1948-","Granite & cedar : the people and the land of Vermont's Northeast Kingdom / [photographs by] John M. Miller   with short fiction by Howard Frank Mosher","F57.N6 M55 2001"
"Feuchtwang, Stephan","Grassroots charisma : four local leaders in China / Stephan Feuchtwang and Wang Mingming","BL65.P7 F48 2001"
"","Guidelines for laboratory design : health and safety considerations / Louis J. DiBeraradinis ... [et al.]","TH4652 .G85 2001"
"","Handbook of organizational learning and knowledge / edited by Meinolf Dierkes ... [et al.]","HD58.82 .H36 2001"
"","Handbook of pollution control and waste minimization / edited by Abbas Ghassemi","TD897 .H35 2002"
"","Handbook of research on Catholic education / edited by Thomas C. Hunt, Ellis A. Joseph, and Ronald J. Nuzzi","LC501 .H34 2001"
"Chilton, Meredith, 1953-","Harlequin unmasked : the commedia dell'arte and porcelain sculpture / Meredith Chilton   with an essay by Domenico Pietropaolo","NK4660 .C47 2001"
"Rush, Robert S","Hell in Hürtgen Forest : the ordeal and triumph of an American infantry regiment / Robert Sterling Rush","D756.5.H8 R87 2001"
"","The history and narrative reader / edited by Geoffrey Roberts","D16.8 .H6244 2001"
"Maes, Francis, 1963-","Geschiedenis van de Russiche muziek. English; A history of Russian music : from Kamarinskaya to Babi Yar / Francis Maes   translated by Arnold J. Pomerans and Erica Pomerans","ML300 .M1313 2002"
"McAleer, Dave","The book of hit singles : top 20 charts from 1954 to the present day / Dave McAleer","ML156.4.P6 M42 2001"
"Langman, Larry","Hollywood's image of the South : a century of Southern films / compiled by Larry Langman and David Ebner","PN1995.9.S66 L36 2001"
"Roth, John K","Holocaust politics / John K. Roth","D804.3 .R75 2001"
"Lord, William A., 1954-","Household dynamics : economic growth and policy / William A. Lord","HQ518 .L67 2002"
"Black, Robert, Ph.D","Humanism and education in medieval and Renaissance Italy : tradition and innovation in Latin schools from the twelfth to the fifteenth century / Robert Black","PA2065.I7 B58 2001"
"Holmes, Janet (Janet A.)","Humanophone / Janet Holmes","PS3558.O35935 H8 2001"
"","ICT and language learning : a European perspective / edited by Angela Chambers and Graham Davies","P53.855 .I25 2001"
"Washington, Robert E., 1941-","The ideologies of African American literature : from the Harlem Renaissance to the Black nationalist revolt : a sociology of literature perspective / Robert E. Washington","PS153.N5 W35 2001"
"Hawkes, David, 1964-","Idols of the marketplace : idolatry and commodity fetishism in English literature, 1580-1680 / David Hawkes","PR438.I36 H39 2001"
"Young, Robin Darling","In procession before the world : martyrdom as public liturgy in early Christianity / Robin Darling Young","BR1604.23 .Y68 2001"
"Becvar, Dorothy Stroh","In the presence of grief : helping family members resolve death, dying, and bereavement issues / Dorothy S. Becvar   foreword by Pauline Boss","BF575.G7 B435 2001"
"","Input-output analysis : frontiers and extensions / edited by Michael L. Lahr and Erik Dietzenbacher","HB142 .I527 2001"
"Newman, Dava J","Interactive aerospace engineering and design / Dava Newman","TL546 .N48 2002"
"","International law in the post-Cold War world : essays in memory of Li Haopei   edited by Sienho Yee and Wang Tieya","KZ3410 .I58 2001"
"Swartz, Charles, 1938-","Introduction to gauge integrals / Charles Swartz","QA311 .S88 2001"
"Neumaier, A","Introduction to numerical analysis / Arnold Neumaier","QA297 .N48 2001"
"Nozick, Robert","Invariances : the structure of the objective world / Robert Nozick","BD221 .N69 2001"
"Belting, Hans","Unsichtbare Meisterwerk. English; The invisible masterpiece / Hans Belting   [English translation by Helen Atkins]","N7475 .B45313 2001"
"Lewontin, Richard C., 1929-","It ain't necessarily so : the dream of the human genome and other illusions / by Richard Lewontin","QH438.5 .L49 2001"
"Hotine-Marussi Symposium on Mathematical Geodesy (4th : 1998 : Trento, Italy)","IV Hotine-Marussi Symposium on Mathematical Geodesy : Trento, Italy, September 14-17, 1998 / edited by Battista Benciolini   convened by B. Benciolini, Willi Freeden and Roland Klees","QB283 .H67 1998"
"Placher, William C. (William Carl), 1948-","Jesus the savior : the meaning of Jesus Christ for Christian faith / William C. Placher","BT203 .P57 2001"
"Raines, John C","The justice men owe women : positive resources from world religions / John C. Raines","BL458 .R35 2001"
"Lethem, Jonathan","Kafka Americana / Jonathan Lethem, Carter Scholz","PS3562.E8544 K343 2001"
"","Knowing the Triune God : the work of the Spirit in the practices of the church / edited by James J. Buckley and David S. Yeago","BT113 .K57 2001"
"Schwalb, Carlos, 1953-","La narrativa totalizadora de José María Arguedas, Julio Ramón Ribeyro y Mario Vargas Llosa / Carlos Schwalb","PQ8403 .S34 2001"
"Herod, Andrew, 1964-","Labor geographies : workers and landscapes of capitalism / Andrew Herod","HD6483 .H476 2001"
"","Last witnesses : reflections on the wartime internment of Japanese Americans / edited by Erica Harth","D769.8.A6 L37 2001"
"O'Gorman, Francis","Late Ruskin : new contexts / Francis O'Gorman","PR5264 .O46 2001"
"Edmond, Lauris Dorothy","Late song / Lauris Edmond","PR9639.3.E39 L38 2000"
"","Law and morality : readings in legal philosophy / edited by David Dyzenhaus and Arthur Ripstein","K235 .L333 2001"
"Kelley, James L","Lawyers crossing lines : nine stories / James L. Kelley","KF306 .K55 2001"
"McCaslin, Richard B","Lee in the shadow of Washington / Richard B. McCaslin","E467.1.L4 M47 2001"
"","The lesbian history sourcebook : love and sex between women in Britain from 1780 to 1970 / [compiled by] Alison Oram and Annmarie Turnbull","HQ75.6.G7 L47 2001"
"Dorcey, Mary, 1950-","Like joy in season, like sorrow / Mary Dorcey","PR6054.O674 L55 2001"
"","Litigation services handbook : the role of the financial expert / edited by Roman L. Weil, Michael J. Wagner, Peter B. Frank","KF8968.15 .L57 2001"
"Bobo, Benjamin F","Locked in and locked out : the impact of urban land use policy and market forces on African Americans / Benjamin F. Bobo","HT123 .B584 2001"
"Ackroyd, Peter, 1949-","London : the biography / Peter Ackroyd","DA684.25 .A28 2001"
"Murphy, Aidan, 1952-","Looking in at Eden : poems / by Aidan Murphy","PR6063.U727 L66 2001"
"","Luis Barragán : the quiet revolution / edited by Federica Zanco   [translated by Caroline Beamish ... et al.]","NA759.B37 L85 2001"
"","The making of Nagorno-Karabagh : from secession to republic / edited by Levon Chorbajian","DK699.N34 M353 2001"
"Jurow, Martin","Marty Jurow seein' stars : a show biz odyssey / Martin Jurow as told to Philip Wuntch","PN1998.3.J89 A3 2001"
"Haase, Ullrich M., 1962-","Maurice Blanchot / Ullrich Haase and William Large","PQ2603.L3343 Z673 2001"
"Redman, Barbara Klug","Measurement instruments in clinical ethics / Barbara Klug Redman","R725.5 .R43 2002"
"","Mechanical life cycle handbook : good environmental design and manufacturing / edited by Mahendra S. Hundal","TS171.4 .M43 2002"
"Teller, Edward, 1908-","Memoirs : a twentieth-century journey in science and politics / Edward Teller   with Judith L. Shoolery","QC16.T37 T451 2001"
"Ovid, 43 B.C.-17 or 18 A.D","Metamorphoses. English; The Metamorphoses of Ovid / translated with an introduction and commentary by Michael Simpson","PA6522.M2 S48 2001"
"","Methods in chemosensory research / edited by Sidney A. Simon and Miguel A.L. Nicolelis","QP455 .M48 2002"
"","Middle English poetry : texts and traditions : essays in honour of Derek Pearsall / edited by A.J. Minnis","PR317.T48 M54 2001"
"Hutchings, Graham","Modern China : a guide to a century of change / Graham Hutchings","DS774 .H796 2001"
"Talja, Sanna, 1963-","Musiikki, kulttuuri, kirjasto. English; Music, culture, and the library : an analysis of discourses / Sanna Talja","ML111 .T35 2001"
"Habegger, Alfred","My wars are laid away in books : the life of Emily Dickinson / Alfred Habegger","PS1541.Z5 H32 2001"
"Münch, Richard, 1945-","Nation and citizenship in the global age : from national to transnational ties and identities / Richard Münch","JC311 .M76 2001"
"","Nations in transit, 2001 : civil society, democracy, and markets in East Central Europe and the newly independent states / edited by Adrian Karatnycky, Alexander Motyl, and Amanda Schnetzer","JN96.A58 N384 2001a"
"","Negotiation and power in dialogic interaction / edited by Edda Weigand, Marcelo Dascal","P95.455 .N44 2001"
"Patrick, John R","Net attitude : what it is, how to get it, and why your company can't survive without it / John R. Patrick   foreword by Stewart Alsop","HF5548.32 .P387 2001"
"","New directions in antimatter chemistry and physics / edited by Clifford M. Surko and Franco A. Gianturco","QC173 .N447 2001"
"","New directions in project management / editor, Paul C. Tinnirello","T56.8 .N49 2002"
"","New essays in Fichte's Foundation of the entire doctrine of scientific knowledge / edited by Daniel Breazeale and Tom Rockmore","B2824 .N49 2001"
"Shipton, Alyn","A new history of jazz / Alyn Shipton","ML3506 .S47 2001"
"New York Public Library","The New York Public Library literature companion / edited by Anne Skillion","PN41 .N49 2001"
"Cohen, Lynne, 1944-","No man's land : the photography of Lynne Cohen / compiled by Ann Thomas","TR650 .C572 1987"
"","North America : the historical geography of a changing continent / edited by Thomas F. McIlwraith and Edward K. Muller","E41 .N68 2001"
"","The North Korean system in the Post-Cold War era / edited by Samuel S. Kim","JQ1725 .N67 2001"
"Wright, Robin Kathleen","Northern Haida master carvers / Robin K. Wright","E99.H2 W75 2001"
"Gramm, Kent","November : Lincoln's elegy at Gettysburg / Kent Gramm","E475.55 .G73 2001"
"Clair, Maxine, 1939-","October suite : a novel / Maxine Clair","PS3553.L2225 O29 2001"
"Rumana, Richard","On Rorty / Richard Rumana","B945.R524 R85 2000"
"Bracken, Joseph A","The one in the many : a contemporary reconstruction of the God-world relationship / Joseph A. Bracken","BT55 .B73 2001"
"Larson, Charles R","The ordeal of the African writer / Charles R. Larson","PR9340 .L37 2001"
"Cohen, Jay S","Over dose : the case against the drug companies : prescription drugs, side effects, and your health / Jay S. Cohen","RM302.5 .C64 2001"
"Cuban, Larry","Oversold and underused : computers in the classroom / Larry Cuban","LB1028.5 .C77 2001"
